Sr No,startup,vertical,city,investors,round,amount,year,state
1001,Box8,Delivery,Mumbai,"Iifl seed ventures fund, Mayfield ventures",Private Equity,61.88,2016,Maharashtra
1002,BRIDGEi2I,Technology,Bengaluru,Edelweiss private equity,Private Equity,0,2016,Karnataka
1003,Broomberg,Consumer Internet,New Delhi,Undisclosed angel investors & hnis,Seed Funding,0,2016,Delhi
1004,Browntape,Technology,Goa,Gati ltd,Private Equity,0,2016,Goa
1005,Bucker,Consumer Internet,Hyderabad,"50k ventures, Munish jauhar, Pulkit jain, Rohit narang",Seed Funding,0,2016,Telangana
1006,Buddy,Finance,Bengaluru,"Blume ventures,  tracxn labs",Seed Funding,4.13,2016,Karnataka
1007,Buildkar,E-Commerce,Bengaluru,"Mustafa wajid, Umang kumar & others",Seed Funding,0,2016,Karnataka
1008,BuildTraders,E-Commerce,Bengaluru,Idein ventures,Seed Funding,1.65,2016,Karnataka
1009,Buildzar,E-Commerce,Gurugram,Puneet dalmia,Private Equity,33,2016,Haryana
1010,Buttercups,E-Commerce,Bengaluru,"Anand chandrasekaran, Kanwaljit singh, Manoj varghese",Seed Funding,0,2016,Karnataka
1011,BYJU'S,EdTech,Bengaluru,"Sequoia india, Sofina",Private Equity,618.75,2016,Karnataka
1012,BYJU'S,EdTech,Bengaluru,"Chan zuckerberg initiative, Times internet ltd, Sequoia capital, Sofina, Lightspeed ventures",Private Equity,412.5,2016,Karnataka
1013,BYJU'S,EdTech,Bengaluru,International financial corporation,Private Equity,123.75,2016,Karnataka
1014,BYJU'S,EdTech,Bengaluru,"Sanjay verma, Amit khanna (letsventure)",Seed Funding,0,2016,Karnataka
1015,Campus Diaries,Consumer Internet,Bengaluru,Aarin capital,Seed Funding,1.82,2016,Karnataka
1016,Canvera,Consumer Internet,Bengaluru,Info edge (india) ltd,Private Equity,24.75,2016,Karnataka
1017,Canvera,Consumer Internet,Bengaluru,Pratik seal,Seed Funding,0,2016,Karnataka
1018,Capital Float,Finance,Bengaluru,"Creation investments capital management, Saif partners, Sequoia capital, Aspada ventures",Private Equity,206.25,2016,Karnataka
1019,Capzest,Consumer Internet,Mumbai,Lion ventures,Seed Funding,1.65,2016,Maharashtra
1020,Carcrew.in,Consumer Internet,Mumbai,Tvs group,Seed Funding,4.13,2016,Maharashtra
1021,Care24,Healthcare,Mumbai,"Saif partners, India quotient",Private Equity,33,2016,Maharashtra
1022,Career360,Careers,New Delhi,Merittrac,Private Equity,0,2016,Delhi
1023,CareonGO,Consumer Internet,New Delhi,"Farooq oomerbhoy, Anupam mittal, Anand mittal, Ravi garikipati, Vibhu garg, Singapore angel network, Konglo ventures",Seed Funding,0,2016,Delhi
1024,Careongo,E-Commerce,New Delhi,Farooq oomerbhoy & other angel investors,Seed Funding,2.48,2016,Delhi
1025,CarTrade,Automotive,Mumbai,"Temasek holdings, March capital, Warburg pincus",Private Equity,1196.25,2016,Maharashtra
1026,CarveNiche,Consumer Internet,Bengaluru,"Calcutta angels, Lead angels & others",Seed Funding,0,2016,Karnataka
1027,CashKaro,FinTech,Gurugram,Ratan tata,Private Equity,0,2016,Haryana
1028,CCAvenue,Consumer Internet,Mumbai,Nsi infinium global pvt. ltd,Private Equity,73.43,2016,Maharashtra
1029,Celerix,Technology,Bengaluru,Bitkemy ventures,Seed Funding,3.3,2016,Karnataka
1030,Celes Care,Consumer Internet,Hyderabad,Endiya partners,Seed Funding,8.25,2016,Telangana
1031,Chai Thela,Food ,Noida,Quarizon,Seed Funding,1.8,2016,Uttar Pradesh
1032,ChatOnGo,Consumer Internet,Mumbai,Janak jain,Seed Funding,2.48,2016,Maharashtra
1033,CheersOye!,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,4.13,2016,Maharashtra
1034,Chikoop,Consumer Internet,Indore,Undisclosed investors,Seed Funding,0,2016,Madhya Pradesh
1035,CityFurnish,Consumer Internet,Gurugram,Brand capital,Seed Funding,0,2016,Haryana
1036,CityShor,Consumer Internet,Ahmedabad,Gain,Seed Funding,0,2016,Gujarat
1037,Civilsdaily,Consumer Internet,New Delhi,Manoj kumar & other undisclosed investors,Seed Funding,0,2016,Delhi
1038,ClearTax,FinTech,New Delhi,"Ravi adusumalli, Saif partners",Private Equity,99,2016,Delhi
1039,ClearTax,FinTech,Bengaluru,"Ff angel, Sequoia capital",Private Equity,16.5,2016,Karnataka
1040,ClearTax,FinTech,Bengaluru,"Max levchin, Scott banister",Private Equity,10.73,2016,Karnataka
1041,Cleartrip,Consumer Internet,Mumbai,"Concur technologies, Gund investment",Private Equity,0,2016,Maharashtra
1042,Cloudacar,Consumer Internet,Pune,"Amit choudhary, Anuj puri",Seed Funding,0,2016,Maharashtra
1043,CloudCherry,Cloud Tech,Chennai,"Vertex ventures, Cisco ventures, Idg ventures",Private Equity,49.5,2016,Tamil Nadu
1044,Co Life,Consumer Internet,Bengaluru,Undisclosed investors,Seed Funding,8.25,2016,Karnataka
1045,Codemojo,Consumer Internet,Bengaluru,Cio angel network,Seed Funding,0,2016,Karnataka
1046,CodingLabs,Technology,Hyderabad,Vineet nalla,Seed Funding,0,2016,Telangana
1047,CollegeDekho,EdTech,New Delhi,Man capital,Private Equity,16.5,2016,Delhi
1048,CollegeDunia,Consumer Internet,New Delhi,Umang kumar,Seed Funding,3.67,2016,Delhi
1049,Comarete,Technology,Pune,Grex.in,Seed Funding,1.65,2016,Maharashtra
1050,Commut,Consumer Internet,Hyderabad,50k ventures,Seed Funding,1.65,2016,Telangana
1051,ConfirmtTkt,Travel,Bengaluru,"Krishna jhujhunwala, Dr. apoorv ranjan sharma, Anirudh damani, Anand ladsariya, Sanjay mehta & others",Seed Funding,2.06,2016,Karnataka
1052,Connect India,Logistics,Bengaluru,Aavishkaar venture management,Private Equity,8.25,2016,Karnataka
1053,Consure Medical,Healthcare,New Delhi,"Accel partners, Indian angel network, India innovation fund india venture partners",Private Equity,0,2016,Delhi
1054,Convegenius,Internet,Noida,Michael and susan dell foundation,Private Equity,7.43,2016,Uttar Pradesh
1055,Cookaroo,Consumer Internet,Bengaluru,Vijay krishna yadav,Seed Funding,0,2016,Karnataka
1056,Cookifi,Consumer Internet,Bengaluru,"Kunal shah, Aneesh reddy, Tracxn labs, Venkat tadanki, Krishna mehra, Amit rathore",Seed Funding,0,2016,Karnataka
1057,Coppre,E-Commerce,Pune,Ganesh natarajan,Seed Funding,0,2016,Maharashtra
1058,Corseco,Technology,New Delhi,"Ameera shah, Vivek bhargava",Seed Funding,1.24,2016,Delhi
1059,Coutloot,E-Commerce,Mumbai,Venture catalysts,Seed Funding,0,2016,Maharashtra
1060,CreditMate,Consumer Internet,Mumbai,India quotient,Seed Funding,4.13,2016,Maharashtra
1061,CreditSeva,Consumer Internet,Hyderabad,"Pix vine capital, Infocomm development authority of singapore",Seed Funding,2.97,2016,Telangana
1062,CreditVidya,Technology,Mumbai,Kalaari capital,Private Equity,8.25,2016,Maharashtra
1063,CREO,Technology,Bengaluru,"Sequoia capital, Beenext ventures, India quotient, Anand chandrasekaran",Private Equity,24.75,2016,Karnataka
1064,CroFarm,AgriTech,Gurugram,"Mukul singhal, Rohit jain, Himanshu aggrawal, Sunil goyal ashish gupta,",Private Equity,12.38,2016,Haryana
1065,CropIn Technologies,Technology,Bengaluru,Sophia investment aps,Private Equity,16.5,2016,Karnataka
1066,Crossahead,Consumer Internet,Noida,Mohit sharma,Seed Funding,0,2016,Uttar Pradesh
1067,CrownIt,Services,Gurugram,"Kunal shah & sandeep tandon, Girish mathrubootham, Anand chandrasekaran",Seed Funding,0,2016,Haryana
1068,Crownit,Services,Gurugram,"Undisclosed investors, Accel partners, Helion venture partners",Private Equity,0,2016,Haryana
1069,Cuberoot,Technology,Gurugram,Undisclosed investors,Seed Funding,4.13,2016,Haryana
1070,CueMath,EdTech,Bengaluru,"Sequoia capital, Unitus seed fund",Private Equity,33,2016,Karnataka
1071,Cult,Healthcare,Bengaluru,Curefit,Private Equity,24.75,2016,Karnataka
1072,Cult,Healthcare,Bengaluru,Mukesh bansal,Seed Funding,0,2016,Karnataka
1073,CupoNation,Consumer Internet,Gurugram,"Rocket internet ag, Holtzbrink ventures, New enterprise associates (nea), E.ventures, Ru-net, Deutsche telekom strategic investments (dtsi), Silicon valley bank",Private Equity,90.75,2016,Haryana
1074,CureFit,Healthcare,Bengaluru,"Accel partners, Idg ventures, Kalaari capital",Private Equity,123.75,2016,Karnataka
1075,CureInstant,Consumer Internet,New Delhi,Dr. rameshwar kumar,Seed Funding,1.24,2016,Delhi
1076,CureJoy,Healthcare,Bengaluru,Accel partners india,Private Equity,36.3,2016,Karnataka
1077,Cyclops,Technology,Bengaluru,Kalaari capital,Seed Funding,0.83,2016,Karnataka
1078,Cyclops Medtech,Healthcare,Bengaluru,Cp bothra,Seed Funding,0,2016,Karnataka
1079,Daily Ninja,Consumer Internet,Bengaluru,"Venk krishnan, Aprameya radhakrishna, Anupam mittal, Kunal shah, Tracxn labs, Subramanya sv, Ravi garkipati",Seed Funding,0,2016,Karnataka
1080,DailyHunt,Media,Bengaluru,"Bytedance, Arun sarin, Matrix partners, Sequoia capital india, Omidyar network,  falcon edge",Private Equity,206.25,2016,Karnataka
1081,DailyObjects,E-Commerce,New Delhi,"Unilazer fund,  phanindra sama, Peyush bansal",Private Equity,11.55,2016,Delhi
1082,DailyRounds,Consumer Internet,Bengaluru,"Accel partners, Beenext, Powerhouse ventures, Akusa holdings",Private Equity,0,2016,Karnataka
1083,DarwinBox,Technology,Hyderabad,"3one4 capital, Tracxn labs, Aaruha technology fund, Endiya partners",Seed Funding,0,2016,Telangana
1084,DawaiLelo,Healthcare,Varanasi,Undisclosed investors,Seed Funding,0.43,2016,Uttar Pradesh
1085,DayBox,Consumer Internet,New Delhi,"Ashutosh lawania, Rajul jain, Badal malick, Rishi gupta & others",Seed Funding,0.86,2016,Delhi
1086,Deal4Loans,Consumer Internet,Noida,Franklin templeton international services pvt. ltd,Private Equity,123.75,2016,Uttar Pradesh
1087,Deal4Loans,Consumer Internet,Noida,"Ram shriram, Neeraj arora, Puru vashishtha",Seed Funding,0,2016,Uttar Pradesh
1088,Dekkho,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,9.9,2016,Maharashtra
1089,Demyto,Consumer Internet,Pune,Deepak nathani,Seed Funding,0,2016,Maharashtra
1090,Derbii,Logistics,Gurugram,Anurag chauhan,Seed Funding,0,2016,Haryana
1091,DesignBids,Consumer Internet,New Delhi,Indian angel network,Seed Funding,0,2016,Delhi
1092,Deyor Camps,Consumer Internet,Gurugram,"Nitin passi, Manickam mahalingam, Udaan angels, Rajesh arora, Arkas industries",Seed Funding,4.13,2016,Haryana
1093,Digio,Technology,Bengaluru,Rainmatter,Private Equity,3.09,2016,Karnataka
1094,Dil Mil,Consumer Internet,Bengaluru,"Nelstone ventures, Transmedia capital, Maiden lane ventures, Csc upshot & angel investors",Private Equity,22.28,2016,Karnataka
1095,Dipper,E-Commerce,New Delhi,Undisclosed investor,Seed Funding,0,2016,Delhi
1096,Diro Labs,Consumer Internet,New Delhi,Info edge (india) ltd,Private Equity,3.71,2016,Delhi
1097,Diro Labs,Consumer Internet,New Delhi,Info edge (india),Seed Funding,1.21,2016,Delhi
1098,DocsApp,Healthcare,Bengaluru,"Rebright partners, Anand rajaraman, Venky harinarayan",Private Equity,9.9,2016,Karnataka
1099,Doctor Insta,Consumer Internet,Gurugram,Roundglass partners,Private Equity,16.5,2016,Haryana
1100,DoctorInsta,Consumer Internet,Gurugram,Roundglass partners,Private Equity,8.25,2016,Haryana
1101,DogSpot,E-Commerce,Gurugram,Ratan tata,Seed Funding,0,2016,Haryana
1102,Don't Scratch Your Head,Technology,Ahmedabad,"Gaurav singhvi, Zaffiro ventures",Seed Funding,2.06,2016,Gujarat
1103,DoSelect,Consumer Internet,Bengaluru,"3one4 capital, Mumbai angels, Aarin capital",Seed Funding,0,2016,Karnataka
1104,Dream Wallets,Consumer Internet,Jaipur,"Rakesh gupta, Aditya aggarwal, Siddharth banerjee, Vikas ranjan, Anshul jindal, Sunil koul, And sanjeev agrawal",Seed Funding,0,2016,Rajasthan
1105,DriversCart,Consumer Internet,Chennai,Ah! ventures,Seed Funding,3.71,2016,Tamil Nadu
1106,DriveU,Transportation,Bengaluru,Unitus seed fund,Seed Funding,0,2016,Karnataka
1107,Drivify,Transportation,Mumbai,"Jitendra gupta, Pankaj tripathi",Seed Funding,0.41,2016,Maharashtra
1108,DrivoJoy,Transportation,Bengaluru,"Indian angel network, Tracxn labs & others",Seed Funding,4.95,2016,Karnataka
1109,Droom,E-Commerce,Gurugram,"Beenext, Digital garage, Lightbox, Beenos",Private Equity,0,2016,Haryana
1110,Dropkaffe,Food ,Bengaluru,"Growthstory, Apurva salapuria, Hitesh oberoi, Sidharth pansari, Nirupa shankar",Seed Funding,4.54,2016,Karnataka
1111,Druva,Technology,Pune,"Sequoia india, Edbi, Blue cloud ventures, Hercules capital",Private Equity,420.75,2016,Maharashtra
1112,Druva,Technology,Pune,"Ntt finance, Telephone corporation",Private Equity,0,2016,Maharashtra
1113,Duffl,E-Commerce,Bengaluru,Betonindia technology pvt ltd,Seed Funding,0,2016,Karnataka
1114,Dunzo,Delivery,Bengaluru,"Aspada investment advisors, Blume ventures.",Seed Funding,5.36,2016,Karnataka
1115,EasyPolicy,Consumer Internet,Noida,"Unilazer ventures,",Private Equity,82.5,2016,Uttar Pradesh
1116,EasyPolicy,Consumer Internet,Noida,Unilazer ventures,Private Equity,18.15,2016,Uttar Pradesh
1117,EasyRoads,Consumer Internet,Mumbai,"Rohan angrish, Hrishi oberoi, Rahul mehta, Kapil hetamsaria, Pranav dedhia",Seed Funding,1.65,2016,Maharashtra
1118,Eatonomist,Consumer Internet,Gurugram,Mcube capital advisors pvt ltd,Seed Funding,0,2016,Haryana
1119,EdTechReview,Consumer Internet,New Delhi,Evc ventures,Seed Funding,0,2016,Delhi
1120,EduAce Services,Education,Lucknow,Momagic technologies,Private Equity,8.25,2016,Uttar Pradesh
1121,EduBridge,Consumer Internet,Mumbai,"Insitor impact asia fund, Acumen fund",Private Equity,20.63,2016,Maharashtra
1122,EduPristine,Education,Mumbai,"Kaizen management advisors, Devry inc",Private Equity,82.5,2016,Maharashtra
1123,Edurev,Consumer Internet,Gurugram,Pradeep reddy kamasan,Seed Funding,0,2016,Haryana
1124,eKincare,Healthcare,Hyderabad,"Bitchemy ventures, Maheshwari investments pvt ltd, Anshoo gaur, Rama krishna reddy, Sandeep seerapu",Private Equity,2.72,2016,Telangana
1125,ElasticRun,Transportation,Pune,"Kalaari capital, Norwest venture partners",Private Equity,16.5,2016,Maharashtra
1126,enCashea,Consumer Internet,Bengaluru,"Kunal shah, Sandeep tandon, Tracxn labs",Seed Funding,0,2016,Karnataka
1127,Endless Robotics,Technology,Hyderabad,"Devidas desai, Vipul gautam, Singapore angel network",Seed Funding,0.83,2016,Telangana
1128,EngineerBabu,Technology,Indore,Scale ventures,Seed Funding,0,2016,Madhya Pradesh
1129,enKast,Technology,Bengaluru,Ivy league alumni angel network,Private Equity,16.5,2016,Karnataka
1130,Entropika,Technology,Bengaluru,"Dileep bhatt, Milind chaudhary",Seed Funding,1.65,2016,Karnataka
1131,ePathsala,Technology,Bengaluru,"Hyderabad angels, Tlabs",Seed Funding,0,2016,Karnataka
1132,EPayLater,Technology,Mumbai,3 undisclosed hnis,Seed Funding,16.5,2016,Maharashtra
1133,EPS,Technology,Mumbai,Apis partners,Private Equity,288.75,2016,Maharashtra
1134,eQuickies,E-Commerce,Ahmedabad,Lothal angel ventures,Seed Funding,2.46,2016,Gujarat
1135,eShakti,E-Commerce,Chennai,"Infina finance pvt. ltd, Uday kotak",Private Equity,11.14,2016,Tamil Nadu
1136,eSwasthya,Consumer Internet,Ahmedabad,Hemang sahani,Seed Funding,0,2016,Gujarat
1137,EvenGini,Consumer Internet,Chennai,Procam international pvt. ltd,Private Equity,0,2016,Tamil Nadu
1138,Events High,Consumer Internet,Bengaluru,Axilor ventures,Private Equity,0,2016,Karnataka
1139,evibe.in,Consumer Internet,Bengaluru,"Hyderabad angels, Lalit mangal,  vikas malpani, Gaurav bhalotia, Lv prasad",Seed Funding,0,2016,Karnataka
1140,ExtraaEdge,Software,Pune,"Ritesh dwivedy, Priti padhy",Seed Funding,0,2016,Maharashtra
1141,ExtraCarbon,Consumer Internet,Gurugram,Brand capital,Seed Funding,1.86,2016,Haryana
1142,FabAlley,E-Commerce,Noida,"India quotient, Fao ventures, Indian angel network, Tushar singh, Ranjan sharma",Private Equity,16.5,2016,Uttar Pradesh
1143,FabHotels,Hospitality,Gurugram,"Accel partners, Rb investments",Private Equity,66,2016,Haryana
1144,Faircent,FinTech,Gurugram,Brand capital,Private Equity,12.38,2016,Haryana
1145,Faircent,FinTech,Gurugram,"Jm financial products ltd, Arun tadanki, Doreswamy nandkishore, Kshitij jain",Private Equity,0,2016,Haryana
1146,FarEye,Logistics,New Delhi,Saif partners,Private Equity,28.88,2016,Delhi
1147,Fashalot,Consumer Internet,New Delhi,"Yournest angel fund, Rajul garg",Seed Funding,0,2016,Delhi
1148,Fashionablyin,Consumer Internet,Mumbai,Ranjan mahtani,Seed Funding,0,2016,Maharashtra
1149,Fastudent,Education,Noida,"Kanwaljit singh, Ajay lakhotia, Pavan ongole, Ashish gupta",Seed Funding,0,2016,Uttar Pradesh
1150,FeetApart,Consumer Internet,Bengaluru,Vishal bali & others,Seed Funding,0,2016,Karnataka
1151,Finance Buddha,Consumer Internet,Bengaluru,Chennai angels,Seed Funding,0,2016,Karnataka
1152,Find My Stay,Consumer Internet,New Delhi,"Rishi parti, Yogesh bansal",Seed Funding,0,2016,Delhi
1153,FindmeaShoe,Consumer Internet,Bengaluru,Ventureast fund advisors,Seed Funding,0,2016,Karnataka
1154,Findow,Consumer Internet,Bengaluru,Raj singh bhandal,Seed Funding,0,2016,Karnataka
1155,FindUrClass,Consumer Internet,Mumbai,"Amit patni, Anirudh damani, Samir shah",Seed Funding,0,2016,Maharashtra
1156,Finomena,Technology,New Delhi,Matrix partners india,Private Equity,0,2016,Delhi
1157,First Eat,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,0.83,2016,Delhi
1158,First Moms Club,Consumer Internet,Mumbai,Idea wave labs,Seed Funding,0,2016,Maharashtra
1159,FirstCry,E-Commerce,Pune,Ratan tata,Private Equity,0,2016,Maharashtra
1160,Fisdom,Finance,Bengaluru,"Saama capital, Raghunandan g, Aprameya radhakrishna",Private Equity,9.08,2016,Karnataka
1161,Fisdom,Finance,Bengaluru,Rob chandra,Seed Funding,4.13,2016,Karnataka
1162,FitMeIn,Consumer Internet,New Delhi,"Finc, Ghv",Seed Funding,0,2016,Delhi
1163,Fitpass,Consumer Internet,New Delhi,Mumbai angels,Seed Funding,8.25,2016,Delhi
1164,Fitso,Consumer Internet,Gurugram,"Varun khurana, Samar singla, Vinay bansal,",Seed Funding,1.65,2016,Haryana
1165,Fitternity,Consumer Internet,Mumbai,"Saha fund, Exfinity venture partners & others",Private Equity,0,2016,Maharashtra
1166,FixNix,Consumer Internet,Chennai,Jay vijayan,Seed Funding,4.13,2016,Tamil Nadu
1167,FlatFurnish,Consumer Internet,Gurugram,Arun chandra mohan,Seed Funding,0,2016,Haryana
1168,FlexiLoans,FinTech,Mumbai,"Sanjay nayar, Vikram sud, Anil jaggia, Narayan seshadri",Private Equity,123.75,2016,Maharashtra
1169,FlickBay,Consumer Internet,Mumbai,Paul roy,Seed Funding,7.34,2016,Maharashtra
1170,FlipClass,Consumer Internet,Bengaluru,"S chand and co pvt ltd, Blume ventures",Private Equity,8.25,2016,Karnataka
1171,Flixy Games,Technology,Bengaluru,Rebright partners,Seed Funding,3.51,2016,Karnataka
1172,Flocareer,Consumer Internet,Bengaluru,"Balasubramanian krishnamurthy, Sidhartha hazarika & others",Seed Funding,1.24,2016,Karnataka
1173,Flyrobe,E-Commerce,Mumbai,"Idg ventures, Sequoia capital, Gree ventures",Private Equity,43.73,2016,Maharashtra
1174,Flyrobe,E-Commerce,Mumbai,"Sequoia capital, Rohit bansal, Kunal bahl, Sandeep tandon, Kunal shah, Zishaan hayath,  abhishek jain",Seed Funding,14.03,2016,Maharashtra
1175,FR8,Technology,Chennai,Omnivore partners,Private Equity,8.01,2016,Tamil Nadu
1176,Fractal Analytics,Technology,Mumbai,Khazanah nasional berhad,Private Equity,825,2016,Maharashtra
1177,Freedom Smart Labs,Technology,New Delhi,Kapil goel,Seed Funding,1.2,2016,Delhi
1178,Fresh Food Concepts,Food ,New Delhi,"Siddhartha gupta, Ashvin chadha",Seed Funding,16.5,2016,Delhi
1179,Freshboxx,E-Commerce,Hubli,Ravi linganuri,Seed Funding,0,2016,Karnataka
1180,FreshDesk,Technology,Chennai,"Sequoia capital india, Accel partners",Private Equity,453.75,2016,Tamil Nadu
1181,Freshee,Food,Mumbai,Edelweiss private equity,Private Equity,0,2016,Maharashtra
1182,FreshMenu,Consumer Internet,Bengaluru,"Zodius technology fund, Lightspeed venture partners",Private Equity,140.25,2016,Karnataka
1183,FreshMenu,Consumer Internet,Bengaluru,"Zodius capital, Lightspeed venture partners",Private Equity,136.13,2016,Karnataka
1184,FroyoFit,Consumer Internet,Indore,Dr. pooja gandhi,Seed Funding,0,2016,Madhya Pradesh
1185,Ftcash,Consumer Internet,Mumbai,Ivycap ventures,Seed Funding,1.24,2016,Maharashtra
1186,Fulfil.IO,Consumer Internet,Bengaluru,Rajan anandan,Seed Funding,0,2016,Karnataka
1187,Funcart,E-Commerce,New Delhi,Undisclosed hnis,Seed Funding,0.58,2016,Delhi
